,CODUSU,NRO_HOGAR,IDECIFR_x,IDECIFR_y,GDECIFR_x,GDECIFR_y,PDECIFR_x,PDECIFR_y,IDECCFR_x,IDECCFR_y,GDECCFR_x,GDECCFR_y,PDECCFR_x,PDECCFR_y
30577,TQRMNORXWHKNKNCDEIOAH00781314,1,8.0,8.0,,,8.0,8.0,5.0,5.0,,,5.0,5.0
30578,TQRMNORXWHKNKNCDEIOAH00781314,1,8.0,8.0,,,8.0,8.0,5.0,5.0,,,5.0,5.0
30579,TQRMNORXWHKNKNCDEIOAH00781314,1,8.0,8.0,,,8.0,8.0,5.0,5.0,,,5.0,5.0
30580,TQRMNORXWHKNKNCDEIOAH00781314,1,8.0,8.0,,,8.0,8.0,5.0,5.0,,,5.0,5.0
30581,TQRMNOSQXHMOKMCDEOJAH00803267,1,4.0,4.0,,,4.0,4.0,6.0,6.0,,,6.0,6.0
30582,TQRMNOSQXHMOKMCDEOJAH00803267,1,4.0,4.0,,,4.0,4.0,6.0,6.0,,,6.0,6.0
30583,TQRMNOPSQHJOKMCDEOJAH00798038,1,6.0,6.0,,,6.0,6.0,7.0,7.0,,,7.0,7.0
30584,TQRMNOPSQHJOKMCDEOJAH00798038,1,6.0,6.0,,,6.0,6.0,7.0,7.0,,,7.0,7.0
30585,TQRMNOPUUHMMKMCDEOJAH00803268,1,8.0,8.0,,,8.0,8.0,3.0,3.0,,,3.0,3.0
30586,TQRMNOPUUHMMKMCDEOJAH00803268,1,8.0,8.0,,,8.0,8.0,3.0,3.0,,,3.0,3.0
30587,TQRMNOPUUHMMKMCDEOJAH00803268,1,8.0,8.0,,,8.0,8.0,3.0,3.0,,,3.0,3.0
30588,TQRMNOPUUHMMKMCDEOJAH00803268,1,8.0,8.0,,,8.0,8.0,3.0,3.0,,,3.0,3.0
30589,TQRMNOPUUHMMKMCDEOJAH00803268,1,8.0,8.0,,,8.0,8.0,3.0,3.0,,,3.0,3.0
30590,TQRMNOPUUHMMKMCDEOJAH00803268,1,8.0,8.0,,,8.0,8.0,3.0,3.0,,,3.0,3.0
30591,TQRMNOPUUHMMKMCDEOJAH00803268,1,8.0,8.0,,,8.0,8.0,3.0,3.0,,,3.0,3.0
30592,TQRMNOTSXHJOKMCDEHIBB00795277,1,3.0,3.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0
30593,TQRMNOTSXHJOKMCDEHIBB00795277,1,3.0,3.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0
30594,TQRMNOTSXHJOKMCDEHIBB00795277,1,3.0,3.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0
30595,TQRMNOTSXHJOKMCDEHIBB00795277,1,3.0,3.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0
30596,TQRMNOTSXHJOKMCDEHIBB00795277,1,3.0,3.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0
30597,TQRMNOTSXHJOKMCDEHIBB00795277,1,3.0,3.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0
30598,TQRMNOTSXHJOKMCDEHIBB00795277,1,3.0,3.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0
30599,TQRMNOTSXHJOKMCDEHIBB00795277,1,3.0,3.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0
30600,TQRMNOUQYHJLKNCDEHIBB00795591,1,8.0,8.0,,,8.0,8.0,4.0,4.0,,,5.0,5.0
30601,TQRMNOUQYHJLKNCDEHIBB00795591,1,8.0,8.0,,,8.0,8.0,4.0,4.0,,,5.0,5.0
30602,TQRMNOUQYHJLKNCDEHIBB00795591,1,8.0,8.0,,,8.0,8.0,4.0,4.0,,,5.0,5.0
30603,TQRMNOUQYHJLKNCDEHIBB00795591,1,8.0,8.0,,,8.0,8.0,4.0,4.0,,,5.0,5.0
30604,TQRMNOUQYHJLKNCDEHIBB00795591,1,8.0,8.0,,,8.0,8.0,4.0,4.0,,,5.0,5.0
30605,TQRMNORQTHLMKOCDEHIBB00717129,1,6.0,6.0,,,6.0,6.0,2.0,2.0,,,2.0,2.0
30606,TQRMNORQTHLMKOCDEHIBB00717129,1,6.0,6.0,,,6.0,6.0,2.0,2.0,,,2.0,2.0
30607,TQRMNORQTHLMKOCDEHIBB00717129,1,6.0,6.0,,,6.0,6.0,2.0,2.0,,,2.0,2.0
30608,TQRMNORQTHLMKOCDEHIBB00717129,1,6.0,6.0,,,6.0,6.0,2.0,2.0,,,2.0,2.0
30609,TQRMNORQTHLMKOCDEHIBB00717129,1,6.0,6.0,,,6.0,6.0,2.0,2.0,,,2.0,2.0
30610,TQRMNORWWHMKKRCDEHIBB00800655,1,8.0,8.0,,,8.0,8.0,9.0,9.0,,,9.0,9.0
30611,TQRMNORWWHMKKRCDEHIBB00800655,1,8.0,8.0,,,8.0,8.0,9.0,9.0,,,9.0,9.0
30612,TQRMNOQRVHMMKSCDEHIBB00800656,1,4.0,4.0,,,4.0,4.0,3.0,3.0,,,3.0,3.0
30613,TQRMNOQRVHMMKSCDEHIBB00800656,1,4.0,4.0,,,4.0,4.0,3.0,3.0,,,3.0,3.0
30614,TQRMNOQRVHMMKSCDEHIBB00800656,1,4.0,4.0,,,4.0,4.0,3.0,3.0,,,3.0,3.0
30615,TQRMNOQXVHMMKSCDEIHJF00801583,1,9.0,9.0,,,9.0,9.0,9.0,9.0,,,9.0,9.0
30616,TQRMNOQXVHMMKSCDEIHJF00801583,1,9.0,9.0,,,9.0,9.0,9.0,9.0,,,9.0,9.0
30617,TQRMNOSTYHLMLNCDEGNFJ00716578,1,6.0,6.0,,,6.0,6.0,5.0,5.0,,,6.0,6.0
30618,TQRMNOSTYHLMLNCDEGNFJ00716578,1,6.0,6.0,,,6.0,6.0,5.0,5.0,,,6.0,6.0
30619,TQRMNOSTYHLMLNCDEGNFJ00716578,1,6.0,6.0,,,6.0,6.0,5.0,5.0,,,6.0,6.0
30620,TQRMNOSSRHJLKNCDEIHJF00795779,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
30621,TQRMNORVVHKOKQCDEIHJF00779680,1,10.0,10.0,,,10.0,10.0,10.0,10.0,,,10.0,10.0
30622,TQRMNORVVHKOKQCDEIHJF00779680,1,10.0,10.0,,,10.0,10.0,10.0,10.0,,,10.0,10.0
30623,TQRMNORVVHKOKQCDEIHJF00779680,1,10.0,10.0,,,10.0,10.0,10.0,10.0,,,10.0,10.0
30624,TQRMNOTYXHJNKOCDEIHJF00795295,1,9.0,9.0,,,9.0,9.0,8.0,8.0,,,8.0,8.0
30625,TQRMNOTYXHJNKOCDEIHJF00795295,1,9.0,9.0,,,9.0,9.0,8.0,8.0,,,8.0,8.0
30626,TQRMNOTYXHJNKOCDEIHJF00795295,1,9.0,9.0,,,9.0,9.0,8.0,8.0,,,8.0,8.0
30627,TQRMNOQSPHLLKQCDEIHJF00718178,1,8.0,8.0,,,8.0,8.0,10.0,10.0,,,10.0,10.0
30628,TQRMNOUVWHLNLLCDEIIAD00779766,1,,,6.0,6.0,,,,,7.0,7.0,,
30629,TQRMNOUVWHLNLLCDEIIAD00779766,1,,,6.0,6.0,,,,,7.0,7.0,,
30630,TQRMNOSRVHJMKPCDEFIAH00795830,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
30631,TQRMNOSRVHJMKPCDEFIAH00795830,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
30632,TQRMNOSRVHJMKPCDEFIAH00795830,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
30633,TQRMNOSRVHJMKPCDEFIAH00795830,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
30634,TQRMNOSSWHMOKNCDEIMBF00802867,1,10.0,10.0,,,10.0,10.0,8.0,8.0,,,8.0,8.0
30635,TQRMNOSSWHMOKNCDEIMBF00802867,1,10.0,10.0,,,10.0,10.0,8.0,8.0,,,8.0,8.0
30636,TQRMNOSSWHMOKNCDEIMBF00802867,1,10.0,10.0,,,10.0,10.0,8.0,8.0,,,8.0,8.0
30637,TQRMNOSSWHMOKNCDEIMBF00802867,1,10.0,10.0,,,10.0,10.0,8.0,8.0,,,8.0,8.0
30638,TQRMNOSQYHJKKMCDEIMBF00794511,1,4.0,4.0,,,4.0,4.0,5.0,5.0,,,6.0,6.0
30639,TQRMNOSQYHJKKMCDEIMBF00794511,1,4.0,4.0,,,4.0,4.0,5.0,5.0,,,6.0,6.0
30640,TQRMNORRVHLMKNCDEIMBF00719846,1,8.0,8.0,,,8.0,8.0,7.0,7.0,,,7.0,7.0
30641,TQRMNORRVHLMKNCDEIMBF00719846,1,8.0,8.0,,,8.0,8.0,7.0,7.0,,,7.0,7.0
30642,TQRMNORRVHLMKNCDEIMBF00719846,1,8.0,8.0,,,8.0,8.0,7.0,7.0,,,7.0,7.0
30643,TQRMNORTSHKOKMCDEIMBF00781222,1,7.0,7.0,,,7.0,7.0,6.0,6.0,,,6.0,6.0
30644,TQRMNORTSHKOKMCDEIMBF00781222,1,7.0,7.0,,,7.0,7.0,6.0,6.0,,,6.0,6.0
30645,TQRMNORTSHKOKMCDEIMBF00781222,1,7.0,7.0,,,7.0,7.0,6.0,6.0,,,6.0,6.0
30646,TQRMNOSXSHMMLMCDEOHCH00803150,1,5.0,5.0,,,5.0,5.0,3.0,3.0,,,3.0,3.0
30647,TQRMNOSXSHMMLMCDEOHCH00803150,1,5.0,5.0,,,5.0,5.0,3.0,3.0,,,3.0,3.0
30648,TQRMNOSXSHMMLMCDEOHCH00803150,1,5.0,5.0,,,5.0,5.0,3.0,3.0,,,3.0,3.0
30649,TQRMNOSXSHMMLMCDEOHCH00803150,1,5.0,5.0,,,5.0,5.0,3.0,3.0,,,3.0,3.0
30650,TQRMNORXYHKKLOCDEGJBF00777531,1,5.0,5.0,5.0,5.0,,,9.0,9.0,9.0,9.0,,
30651,TQRMNOSTXHLOLSCDEGJBF00716024,1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
30652,TQRMNOSTXHLOLSCDEGJBF00716024,1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
30653,TQRMNOSTXHLOLSCDEGJBF00716024,1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
30654,TQRMNOSTXHLOLSCDEGJBF00716024,1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
30655,TQRMNOSTXHLOLSCDEGJBF00716024,1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
30656,TQRMNOSSSHLOLRCDEFLID00715108,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
30657,TQRMNOSSSHLOLRCDEFLID00715108,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
30658,TQRMNOSSSHLOLRCDEFLID00715108,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
30659,TQRMNOSSSHLOLRCDEFLID00715108,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
30660,TQRMNOSSWHJNLTCDEHJGH00795379,1,4.0,4.0,4.0,4.0,,,5.0,5.0,5.0,5.0,,
30661,TQRMNOSSWHJNLTCDEHJGH00795379,1,4.0,4.0,4.0,4.0,,,5.0,5.0,5.0,5.0,,
30662,TQRMNOQSXHJLLUCDEHJGH00795290,1,10.0,10.0,10.0,10.0,,,10.0,10.0,10.0,10.0,,
30663,TQRMNOQSXHJLLUCDEHJGH00795290,1,10.0,10.0,10.0,10.0,,,10.0,10.0,10.0,10.0,,
30664,TQRMNORXRHJLLUCDEHJGH00795291,1,8.0,8.0,8.0,8.0,,,10.0,10.0,10.0,10.0,,
30665,TQRMNOPVWHJOMMCDEHJGH00795292,1,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,
30666,TQRMNOYPXHKMKMCDEHNHB00779205,1,2.0,2.0,1.0,1.0,,,5.0,5.0,5.0,5.0,,
30667,TQRMNOYQRHKMKMCDEHNHB00779145,1,5.0,5.0,5.0,5.0,,,3.0,3.0,3.0,3.0,,
30668,TQRMNOYQRHKMKMCDEHNHB00779145,1,5.0,5.0,5.0,5.0,,,3.0,3.0,3.0,3.0,,
30669,TQRMNOYQRHKMKMCDEHNHB00779145,1,5.0,5.0,5.0,5.0,,,3.0,3.0,3.0,3.0,,
30670,TQRMNOYQRHKMKMCDEHNHB00779145,1,5.0,5.0,5.0,5.0,,,3.0,3.0,3.0,3.0,,
30671,TQRMNOPTSHKNKMCDEHNHB00779052,1,1.0,1.0,1.0,1.0,,,2.0,2.0,2.0,2.0,,
30672,TQRMNOPTSHKNKMCDEHNHB00779052,1,1.0,1.0,1.0,1.0,,,2.0,2.0,2.0,2.0,,
30673,TQRMNOPTTHKNKMCDEHNHB00779078,1,9.0,9.0,8.0,8.0,,,2.0,2.0,2.0,2.0,,
30674,TQRMNOPTTHKNKMCDEHNHB00779078,1,9.0,9.0,8.0,8.0,,,2.0,2.0,2.0,2.0,,
30675,TQRMNOPTTHKNKMCDEHNHB00779078,1,9.0,9.0,8.0,8.0,,,2.0,2.0,2.0,2.0,,
30676,TQRMNOPTTHKNKMCDEHNHB00779078,1,9.0,9.0,8.0,8.0,,,2.0,2.0,2.0,2.0,,
30677,TQRMNOPTTHKNKMCDEHNHB00779078,1,9.0,9.0,8.0,8.0,,,2.0,2.0,2.0,2.0,,
30678,TQRMNOPTTHKNKMCDEHNHB00779078,1,9.0,9.0,8.0,8.0,,,2.0,2.0,2.0,2.0,,
30679,TQRMNOPTTHKNKMCDEHNHB00779078,1,9.0,9.0,8.0,8.0,,,2.0,2.0,2.0,2.0,,
30680,TQRMNOPTTHKNKMCDEHNHB00779078,1,9.0,9.0,8.0,8.0,,,2.0,2.0,2.0,2.0,,
30681,TQRMNOPTTHKNKMCDEHNHB00779078,1,9.0,9.0,8.0,8.0,,,2.0,2.0,2.0,2.0,,
30682,TQRMNOPTTHKNKMCDEHNHB00779078,1,9.0,9.0,8.0,8.0,,,2.0,2.0,2.0,2.0,,
30683,TQRMNORRSHLMKUCDEOHCH00720246,1,9.0,9.0,,,9.0,9.0,7.0,7.0,,,8.0,8.0
30684,TQRMNORRSHLMKUCDEOHCH00720246,1,9.0,9.0,,,9.0,9.0,7.0,7.0,,,8.0,8.0
30685,TQRMNORRSHLMKUCDEOHCH00720246,1,9.0,9.0,,,9.0,9.0,7.0,7.0,,,8.0,8.0
30686,TQRMNORRSHLMKUCDEOHCH00720246,1,9.0,9.0,,,9.0,9.0,7.0,7.0,,,8.0,8.0
30687,TQRMNOPVUHJMLLCDEOHCH00803153,1,6.0,6.0,,,7.0,7.0,10.0,10.0,,,10.0,10.0
30688,TQRMNOPQPHLMLLCDEOHCH00720247,1,8.0,8.0,,,8.0,8.0,8.0,8.0,,,9.0,9.0
30689,TQRMNOPQPHLMLLCDEOHCH00720247,1,8.0,8.0,,,8.0,8.0,8.0,8.0,,,9.0,9.0
30690,TQRMNOSQXHMLLPCDEOHCH00803154,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
30691,TQRMNOSQXHMLLPCDEOHCH00803154,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
30692,TQRMNOSQXHMLLPCDEOHCH00803154,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
30693,TQRMNOSQXHMLLPCDEOHCH00803154,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
30694,TQRMNORSTHLMLPCDEOHCH00720248,1,8.0,8.0,,,8.0,8.0,4.0,4.0,,,5.0,5.0
30695,TQRMNORSTHLMLPCDEOHCH00720248,1,8.0,8.0,,,8.0,8.0,4.0,4.0,,,5.0,5.0
30696,TQRMNORSTHLMLPCDEOHCH00720248,1,8.0,8.0,,,8.0,8.0,4.0,4.0,,,5.0,5.0
30697,TQRMNORSTHLMLPCDEOHCH00720248,1,8.0,8.0,,,8.0,8.0,4.0,4.0,,,5.0,5.0
30698,TQRMNORSTHLMLPCDEOHCH00720248,1,8.0,8.0,,,8.0,8.0,4.0,4.0,,,5.0,5.0
30699,TQRMNOTUXHKMLOCDEOHCH00781538,1,9.0,9.0,,,9.0,9.0,7.0,7.0,,,7.0,7.0
30700,TQRMNOTUXHKMLOCDEOHCH00781538,1,9.0,9.0,,,9.0,9.0,7.0,7.0,,,7.0,7.0
30701,TQRMNOTUXHKMLOCDEOHCH00781538,1,9.0,9.0,,,9.0,9.0,7.0,7.0,,,7.0,7.0
30702,TQRMNOTUXHKMLOCDEOHCH00781538,1,9.0,9.0,,,9.0,9.0,7.0,7.0,,,7.0,7.0
30703,TQRMNOTQSHMLLQCDEOHCH00803155,1,8.0,8.0,,,8.0,8.0,8.0,8.0,,,9.0,9.0
30704,TQRMNOTQSHMLLQCDEOHCH00803155,1,8.0,8.0,,,8.0,8.0,8.0,8.0,,,9.0,9.0
30705,TQRMNOPPQHMKKMCDEGGFB00799456,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
30706,TQRMNOPPQHMKKMCDEGGFB00799456,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
30707,TQRMNOPPQHMKKMCDEGGFB00799456,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
30708,TQRMNOPPQHMKKMCDEGGFB00799456,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
30709,TQRMNOTPRHMOKPCDEGGFB00799457,1,3.0,3.0,3.0,3.0,,,3.0,3.0,2.0,2.0,,
30710,TQRMNOTPRHMOKPCDEGGFB00799457,1,3.0,3.0,3.0,3.0,,,3.0,3.0,2.0,2.0,,
30711,TQRMNOTPRHMOKPCDEGGFB00799457,1,3.0,3.0,3.0,3.0,,,3.0,3.0,2.0,2.0,,
30712,TQRMNOSTSHLOLRCDEFLID00795889,1,3.0,3.0,3.0,3.0,,,8.0,8.0,8.0,8.0,,
30713,TQRMNOSPRHMMLOCDEFLID00798773,1,7.0,7.0,7.0,7.0,,,8.0,8.0,8.0,8.0,,
30714,TQRMNOSPRHMMLOCDEFLID00798773,1,7.0,7.0,7.0,7.0,,,8.0,8.0,8.0,8.0,,
30715,TQRMNOQXPHMOLPCDEFLID00798774,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
30716,TQRMNOQXPHMOLPCDEFLID00798774,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
30717,TQRMNOQXPHMOLPCDEFLID00798774,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
30718,TQRMNOQXPHMOLPCDEFLID00798774,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
30719,TQRMNOQSTHLLLTCDEFLID00715110,1,6.0,6.0,5.0,5.0,,,5.0,5.0,5.0,5.0,,
30720,TQRMNOQSTHLLLTCDEFLID00715110,1,6.0,6.0,5.0,5.0,,,5.0,5.0,5.0,5.0,,
30721,TQRMNOQSTHLLLTCDEFLID00715110,1,6.0,6.0,5.0,5.0,,,5.0,5.0,5.0,5.0,,
30722,TQRMNOQSXHLLLTCDEFLID00715111,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
30723,TQRMNOQSXHLLLTCDEFLID00715111,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
30724,TQRMNOSUVHLLLTCDEFLID00715113,1,4.0,4.0,4.0,4.0,,,5.0,5.0,5.0,5.0,,
30725,TQRMNOSUVHLLLTCDEFLID00715113,1,4.0,4.0,4.0,4.0,,,5.0,5.0,5.0,5.0,,
30726,TQRMNOQVPHKMLNCDEIMBF00781102,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
30727,TQRMNOQVPHKMLNCDEIMBF00781102,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
30728,TQRMNOQVPHKMLNCDEIMBF00781102,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
30729,TQRMNOQVSHKMLNCDEIMBF00781220,1,6.0,6.0,,,6.0,6.0,7.0,7.0,,,7.0,7.0
30730,TQRMNOQVSHKMLNCDEIMBF00781220,1,6.0,6.0,,,6.0,6.0,7.0,7.0,,,7.0,7.0
30731,TQRMNOQWRHMLLPCDEIMBF00802872,1,2.0,2.0,,,2.0,2.0,2.0,2.0,,,2.0,2.0
30732,TQRMNOQWRHMLLPCDEIMBF00802872,1,2.0,2.0,,,2.0,2.0,2.0,2.0,,,2.0,2.0
30733,TQRMNOQWRHMLLPCDEIMBF00802872,1,2.0,2.0,,,2.0,2.0,2.0,2.0,,,2.0,2.0
30734,TQRMNOSPPHMLLPCDEIMBF00802873,1,7.0,7.0,,,7.0,7.0,8.0,8.0,,,8.0,8.0
30735,TQRMNOSPPHMLLPCDEIMBF00802873,1,7.0,7.0,,,7.0,7.0,8.0,8.0,,,8.0,8.0
30736,TQRMNOSXPHMLLPCDEIMBF00802874,1,9.0,9.0,,,9.0,9.0,10.0,10.0,,,10.0,10.0
30737,TQRMNORQTHLKLLCDEIMBF00719969,1,6.0,6.0,,,6.0,6.0,10.0,10.0,,,10.0,10.0
30738,TQRMNOPRWHMOKTCDEIIAD00801811,1,,,12.0,12.0,,,,,12.0,12.0,,
30739,TQRMNOQVSHMOKTCDEIIAD00801812,1,,,6.0,6.0,,,,,5.0,5.0,,
30740,TQRMNOQVSHMOKTCDEIIAD00801812,1,,,6.0,6.0,,,,,5.0,5.0,,
30741,TQRMNOQVSHMOKTCDEIIAD00801812,1,,,6.0,6.0,,,,,5.0,5.0,,
30742,TQRMNOWYPHKMMLCDEGGFB00777145,1,8.0,8.0,8.0,8.0,,,6.0,6.0,5.0,5.0,,
30743,TQRMNOWYPHKMMLCDEGGFB00777145,1,8.0,8.0,8.0,8.0,,,6.0,6.0,5.0,5.0,,
30744,TQRMNOWYPHKMMLCDEGGFB00777145,1,8.0,8.0,8.0,8.0,,,6.0,6.0,5.0,5.0,,
30745,TQRMNOWYPHKMMLCDEGGFB00777145,1,8.0,8.0,8.0,8.0,,,6.0,6.0,5.0,5.0,,
30746,TQRMNOPPQHKMMLCDEFKID00776130,1,4.0,4.0,4.0,4.0,,,6.0,6.0,6.0,6.0,,
30747,TQRMNOPPQHKMMLCDEFKID00776130,1,4.0,4.0,4.0,4.0,,,6.0,6.0,6.0,6.0,,
30748,TQRMNOQQRHMOLUCDEFKID00798611,1,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,
30749,TQRMNOQQRHMOLUCDEFKID00798611,1,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,
30750,TQRMNOQQRHMOLUCDEFKID00798611,1,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,
30751,TQRMNOQQRHMOLUCDEFKID00798611,1,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,
30752,TQRMNOSVVHMOLUCDEFKID00798612,1,9.0,9.0,8.0,8.0,,,6.0,6.0,6.0,6.0,,
30753,TQRMNOSVVHMOLUCDEFKID00798612,1,9.0,9.0,8.0,8.0,,,6.0,6.0,6.0,6.0,,
30754,TQRMNOSVVHMOLUCDEFKID00798612,1,9.0,9.0,8.0,8.0,,,6.0,6.0,6.0,6.0,,
30755,TQRMNOSVVHMOLUCDEFKID00798612,1,9.0,9.0,8.0,8.0,,,6.0,6.0,6.0,6.0,,
30756,TQRMNOQPUHLOLTCDEFKID00714800,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
30757,TQRMNOQPUHLOLTCDEFKID00714800,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
30758,TQRMNOQPUHLOLTCDEFKID00714800,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
30759,TQRMNORVWHLOLTCDEFKID00714801,1,3.0,3.0,3.0,3.0,,,4.0,4.0,4.0,4.0,,
30760,TQRMNORVWHLOLTCDEFKID00714801,1,3.0,3.0,3.0,3.0,,,4.0,4.0,4.0,4.0,,
30761,TQRMNOPYTHLLLUCDEFKID00714802,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
30762,TQRMNOPYTHLLLUCDEFKID00714802,1,12.0,12.0,12.0,12.0,,,12.0,12.0,12.0,12.0,,
30763,TQRMNOSTPHMOMLCDEFKID00798613,1,3.0,3.0,2.0,2.0,,,1.0,1.0,1.0,1.0,,
30764,TQRMNOSTPHMOMLCDEFKID00798613,1,3.0,3.0,2.0,2.0,,,1.0,1.0,1.0,1.0,,
30765,TQRMNOSTPHMOMLCDEFKID00798613,1,3.0,3.0,2.0,2.0,,,1.0,1.0,1.0,1.0,,
30766,TQRMNOSTPHMOMLCDEFKID00798613,1,3.0,3.0,2.0,2.0,,,1.0,1.0,1.0,1.0,,
30767,TQRMNOQWYHKLKTCDEFMDB00776482,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
30768,TQRMNOQWYHKLKTCDEFMDB00776482,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
30769,TQRMNOSYTHKMKRCDEFMDB00776559,1,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0
30770,TQRMNOSYTHKMKRCDEFMDB00776559,1,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0
30771,TQRMNOSYTHKMKRCDEFMDB00776559,1,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0
30772,TQRMNOSYTHKMKRCDEFMDB00776559,1,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0
30773,TQRMNOQTTHKMKNCDEFMDB00776521,2,5.0,5.0,,,6.0,6.0,4.0,4.0,,,5.0,5.0
30774,TQRMNOQTTHKMKNCDEFMDB00776521,2,5.0,5.0,,,6.0,6.0,4.0,4.0,,,5.0,5.0
30775,TQRMNOQTTHKMKNCDEFMDB00776521,2,5.0,5.0,,,6.0,6.0,4.0,4.0,,,5.0,5.0
30776,TQRMNOQTTHKMKNCDEFMDB00776521,1,6.0,6.0,,,6.0,6.0,5.0,5.0,,,5.0,5.0
30777,TQRMNOQTTHKMKNCDEFMDB00776521,1,6.0,6.0,,,6.0,6.0,5.0,5.0,,,5.0,5.0
30778,TQRMNOQTTHKMKNCDEFMDB00776521,1,6.0,6.0,,,6.0,6.0,5.0,5.0,,,5.0,5.0
30779,TQRMNOQWPHJMLNCDEGNFJ00794504,1,9.0,9.0,,,9.0,9.0,8.0,8.0,,,8.0,8.0
30780,TQRMNOQWPHJMLNCDEGNFJ00794504,1,9.0,9.0,,,9.0,9.0,8.0,8.0,,,8.0,8.0
30781,TQRMNOQWPHJMLNCDEGNFJ00794504,1,9.0,9.0,,,9.0,9.0,8.0,8.0,,,8.0,8.0
30782,TQRMNOPXPHJMLPCDEGNFJ00800202,1,4.0,4.0,,,4.0,4.0,8.0,8.0,,,8.0,8.0
30783,TQRMNORSRHLMLOCDEGNFJ00716527,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
30784,TQRMNORSRHLMLOCDEGNFJ00716527,1,12.0,12.0,,,12.0,12.0,12.0,12.0,,,12.0,12.0
30785,TQRMNOQSUHLOLMCDEHNHB00717696,1,4.0,4.0,4.0,4.0,,,2.0,2.0,2.0,2.0,,
30786,TQRMNOQSUHLOLMCDEHNHB00717696,1,4.0,4.0,4.0,4.0,,,2.0,2.0,2.0,2.0,,
30787,TQRMNOQSUHLOLMCDEHNHB00717696,1,4.0,4.0,4.0,4.0,,,2.0,2.0,2.0,2.0,,
30788,TQRMNOQSUHLOLMCDEHNHB00717696,1,4.0,4.0,4.0,4.0,,,2.0,2.0,2.0,2.0,,
